Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
0.01,0,0.3796792962231918044578953617,0.379679296223192,0.379679296223192,0.379679296223192,0.379679296223192,0,0,0,0,12.22204385455961,85.08519687104768337308217742,85.08519687104768337308217742,696756.8
0.02,0,0.4262333598461242795475860248,0.426233359846124,0.426233359846124,0.426233359846124,0.426233359846124,0,0,0,0,12.22204385455961,85.08519687104768337308217742,85.08519687104768337308217742,1393514
0.03,0,0.4344052967324425951310375316,0.434405296732443,0.434405296732443,0.434405296732443,0.434405296732443,0,0,0,0,12.22204385455961,85.08519687104768337308217742,85.08519687104768337308217742,2090270
0.04,0,0.4352227856634971611891731741,0.435222785663497,0.435222785663497,0.435222785663497,0.435222785663497,0,0,0,0,12.22204385455961,85.08519687104768337308217742,85.08519687104768337308217742,2787027
0.05,0,0.4339012370240474791653312443,0.433901237024048,0.433901237024048,0.433901237024048,0.433901237024048,0,0,0,0,12.22204385455961,85.08519687104768337308217742,85.08519687104768337308217742,3483784
0.06,0,0.4318835196440318533164277962,0.431883519644032,0.431883519644032,0.431883519644032,0.431883519644032,0,0,0,0,12.22204385455961,85.08519687104768337308217742,85.08519687104768337308217742,4180541
0.07,0,0.4296708971874682723133948430,0.429670897187468,0.429670897187468,0.429670897187468,0.429670897187468,0,0,0,0,12.22204385455961,85.08519687104768337308217742,85.08519687104768337308217742,4877298
0.08,0,0.4274587238512928558917636534,0.427458723851293,0.427458723851293,0.427458723851293,0.427458723851293,0,0,0,0,12.22204385455961,85.08519687104768337308217742,85.08519687104768337308217742,5574054
0.09,0,0.4253261297076906871829183836,0.425326129707691,0.425326129707691,0.425326129707691,0.425326129707691,0,0,0,0,12.22204385455961,85.08519687104768337308217742,85.08519687104768337308217742,6270812
0.10,0,0.4233036825910156499330442434,0.423303682591016,0.423303682591016,0.423303682591016,0.423303682591016,0,0,0,0,12.22204385455961,85.08519687104768337308217742,85.08519687104768337308217742,6967568
0.11,0,0.4214002928443535941398258994,0.421400292844354,0.421400292844354,0.421400292844354,0.421400292844354,0,0,0,0,12.22204385455961,85.08519687104768337308217742,85.08519687104768337308217742,7664325
0.12,0,0.4196152013730893285201878296,0.419615201373089,0.419615201373089,0.419615201373089,0.419615201373089,0,0,0,0,12.22204385455961,85.08519687104768337308217742,85.08519687104768337308217742,8361082
0.13,0,0.4179432643855661456491629796,0.417943264385566,0.417943264385566,0.417943264385566,0.417943264385566,0,0,0,0,12.22204385455961,85.08519687104768337308217742,85.08519687104768337308217742,9057839
0.14,0,0.4163776289297672048535735932,0.416377628929767,0.416377628929767,0.416377628929767,0.416377628929767,0,0,0,0,12.22204385455961,85.08519687104768337308217742,85.08519687104768337308217742,9754596
0.15,0,0.4149110045035202332117234729,0.41491100450352,0.41491100450352,0.41491100450352,0.41491100450352,0,0,0,0,12.22204385455961,85.08519687104768337308217742,85.08519687104768337308217742,10451350
0.16,0,0.4135362194503429501212629108,0.413536219450343,0.413536219450343,0.413536219450343,0.413536219450343,0,0,0,0,12.22204385455961,85.08519687104768337308217742,85.08519687104768337308217742,11148110
0.17,0,0.4122465701289761499811119348,0.412246570128976,0.412246570128976,0.412246570128976,0.412246570128976,0,0,0,0,12.22204385455961,85.08519687104768337308217742,85.08519687104768337308217742,11844870
0.18,0,0.4110359029805110863100878997,0.411035902980511,0.411035902980511,0.411035902980511,0.411035902980511,0,0,0,0,12.22204385455961,85.08519687104768337308217742,85.08519687104768337308217742,12541620
